nombre,genero,anio_nacimiento,anio_muerte,ocupacion,ciudadania,numero_lectores
Gustavo Quintero,Male,1939,2016,singer,Colombia,220712
Gustavo Rojas (footballer),Male,1988,0,football,Colombia,6620
Gustavo Santander,Male,0,0,music,Colombia,3631
Gustavo Tamayo,Male,0,0,ophthalmologist,Colombia,4301
Neyder Lozano,Male,1994,0,football,Colombia,2200
Alexander Borja Cordoba,Male,1998,0,football,Colombia,141
Carlos Felipe Cordoba,Male,1980,0,diplomat,Colombia,4142
Jorge Armando Otalora,Male,1967,0,lawyer,Colombia,43429
Alejandro Riano,Male,1986,0,actor,Colombia,8752
John Alex Castillo,Male,1977,0,actor,Colombia,1044
Santiago Mesa,Male,1997,0,sport,Colombia,28
Valentina Gomez,Female,0,0,actor,Colombia,852
Felipe Calero,Male,1976,0,actor,Colombia,1504
Juanita Arias,Female,1988,0,actor,Colombia,7926
Fabio Restrepo,Male,1959,2022,actor,Colombia,2236
Fabio Castaneda,Male,1984,0,sport,Colombia,37
John Alexander Ortiz,Male,0,0,actor,Colombia,4659
Arianna Cabezas,Female,1976,0,actor,Colombia,107
Julio Correal,Male,0,0,actor,Colombia,937
Julio Luzardo,Male,1938,0,film,Colombia,725
Jose Luis Rugeles,Male,1968,0,film,Colombia,326
Jennifer Ramirez Rivero,Female,1978,2018,model,Venezuela - Colombia,3895
Juan David Victoria Lopez,Male,1996,0,football,Colombia,1203
David Cabrera (Colombian footballer),Male,1995,0,football,Colombia,429
Santiago Martinez Perlaza,Male,1998,0,football,Colombia,200
Antonio Sanguino,Male,1965,0,lawyer,Colombia,5074
Benjamin Alvarado Biester,Male,1908,1993,geologist,Colombia,154
Jose Maria Sarasti,Male,1837,1926,politician,Ecuador - Colombia,1212
Harold Rivera,Male,1993,0,football,Colombia,16059
Maria Cecilia Botero,Female,1955,0,journalist,Colombia - Mexico,151574
Alvaro Lemmon,Male,1945,0,singer,Colombia,57914
Carlos Vilarete,Male,1977,0,football,Colombia,5927
Leonardo Iriarte,Male,2000,0,football,Colombia,547
Eduardo Montenegro,Male,1998,0,football,Colombia,644
Liliana Gaviria,Female,1954,2006,secretary,Colombia,18620
Carlos Arango Velez,Male,1897,1974,lawyer,Colombia,14826
Hernan Castrillon Restrepo,Male,1937,2000,journalist,Colombia,12013
Alberto Montoya Puyana,Male,1944,0,academic,Colombia,8447
Jimmy Vasquez,Male,1977,0,actor,Colombia,92887
Orietta Lozano,Female,1956,0,writer,Colombia,5031
Jossymar Gomez,Male,1987,0,football,Colombia,12056
Manuel Antonio Lopez de Mesa,Male,1846,1908,priest,Colombia,779
Jader Romana,Male,1992,0,football,Colombia,877
Humberto Rodriguez,Male,1968,0,presenter,Colombia,69543
Julio Cesar Herrera,Male,1969,0,actor,Colombia,98330
Gloria Patricia Farfan Gutierrez,Female,1966,0,politician,Colombia,2186
Eusebio Ochoa,Male,1880,1955,composer,Colombia,1951
Yesid Chara,Male,1991,0,athletic,Colombia,23
Andres Curbelo,Male,1997,0,football,Uruguay - Colombia,553
Israel Alba,Male,1995,0,football,Colombia,605
Oscar Rodriguez Naranjo,Male,1907,2006,sculptor,Colombia,9646
Jaime Osorio Marquez,Male,1975,2021,film,Colombia,332
Ricardo Coral Dorado,Male,1965,0,film,Colombia,158
Juan Jose Vejarano,Male,1946,0,film,Colombia,2892
Sylvia Constain,Female,0,0,politician,Colombia,4108
Rosa Rojas Castro,Female,1919,1959,lawyer,Colombia,245
Camilo Fonseca,Male,1991,0,football,Colombia,2178
Montserrat Espadale,Female,0,0,actor,Colombia,393
Maria Adelaida Puerta,Female,1982,0,actor,Colombia,314177
Canario Rodriguez,Male,1941,0,writer,Colombia,327
Hannah Gonzalez,Female,1990,0,jockey,Colombia,10116
Nina Caicedo,Female,0,0,actor,Colombia,1726
Cesar Augusto Lasso,Male,1967,0,police,Colombia,2435
Yamith Cuesta,Male,1989,0,football,Colombia,14948
Eugenio Diaz Castro,Male,1803,1865,writer,Colombia,92948
Ana Maria Aguilera,Female,1984,0,actor,Colombia,89234
Luis Alexander Mosquera,Male,1983,0,football,Colombia,2053
Juan Camilo Mesa,Male,1998,0,football,Colombia,2067
Hanyer Mosquera,Male,1987,0,football,Colombia,30465
Marcella Pulido,Female,0,0,journalist,Colombia,4268
Pedro Pino,Male,1975,0,football,Colombia,2645
Edison Lucio Torres,Male,1959,0,writer,Colombia,1602
Luis Fernando Velasco,Male,1964,0,politician,Colombia,43957
Maria Fernanda Cuartas,Female,1967,0,painter,Colombia,7059
Abood Shaio,Male,1876,1957,business,Colombia,7577
Ignacio Palau Valenzuela,Male,1850,1925,journalist,Colombia,6178
Carlos Enrique Renteria,Male,1995,0,football,Colombia,19289
Jorge Enrique Robledo,Male,1950,0,architect,Colombia,177135
Manuel Antonio Bonilla Rebellon,Male,1872,1949,writer,Colombia,2421
Sergio Elias Ortiz,Male,1894,1978,historian,Colombia,4199
Oscar Rodas,Male,1987,0,football,Colombia,15061
Adelmo Vallecilla,Male,1972,0,football,Colombia,1342
Adolfo Perez Lopez,Male,1963,0,presenter,Colombia,37143
Adolfo Samper,Male,1900,1991,caricaturist,Colombia,2856
Adolfo Sanjuanello,Male,1981,0,journalist,Colombia,2595
Adriana Arango Munoz,Female,1963,0,journalist,Colombia,18412
Adriana Benitez,Female,1975,2000,leader,Colombia,5621
Adriana Carabali,Female,0,0,politician,Colombia,1746
Adriana Gutierrez,Female,1959,0,politician,Colombia,12548
Adriana Ricardo,Female,1970,0,actor,Colombia,74553
Adriana Tono,Female,1977,0,journalist,Colombia,31033
Natalia Ariza,Female,1991,0,football,Colombia,4971
Adrian Uribe,Male,1972,0,actor,Mexico - Colombia,368448
Adan Enrique Ramirez Duarte,Male,0,0,politician,Colombia,1018
Hernan Bedoya,Male,0,2017,activist,Colombia,118
Martha Montoya,Female,0,0,artist,Colombia,331
Agustin Agualongo,Male,1780,1824,militar,Colombia,68636
Alex Saab,Male,1971,0,business,Colombia,4343
Harold Grey,Male,1971,0,boxer,Colombia,3608
Harold Gomez,Male,1992,0,football,Colombia,7914
Luis Olivo,Male,1972,0,sport,Colombia,988
Albeiro Arias,Male,1977,0,poet,Colombia,12752
Albeiro Garcia,Male,1963,0,football,Colombia,1312
Alberto Gamero,Male,1964,0,football,Colombia,92670
Alberto Manrique Martin,Male,1891,1968,architect,Colombia,3755
Alberto Montt,Male,1972,0,painter,Chile - Colombia,33046
Alberto Pinzon Sanchez,Male,1954,0,anthropologist,Colombia,2557
Alberto Pumarejo,Male,1893,1970,lawyer,Colombia,8356
Alberto Salcedo Ramos,Male,1963,0,chronicler,Colombia,36374
Alberto Saavedra (actor),Male,1945,0,actor,Colombia,11944
Alberto Angel Montoya,Male,1902,1970,poet,Colombia,10109
Juan Luis Mejia Arango,Male,1951,0,lawyer,Colombia,12529
Blanca Leonora Restrepo,Female,1964,0,botanist,Colombia,515
Jorge Navas,Male,1973,0,film,Colombia,546
Aldair Arnedo,Male,1992,0,football,Colombia,2535
Aldair Lasso,Male,1991,0,football,Colombia,1341
Alejandra Borrero,Female,1962,0,actor,Colombia,303390
Alejandra Pinzon,Male,1950,0,actor,Colombia,106925
Alejandro Echavarria,Male,1859,1928,philanthropist,Colombia,24594
Aida Merlano,Female,1976,0,lawyer,Colombia,1550
Luis Eduardo Cifuentes,Male,1960,0,militar,Colombia,1082
Alejandro Martinez,Male,1966,0,actor,Colombia,147361
Alejandro Navas,Male,1956,0,militar,Colombia,11726
Alejandro Nino,Male,1989,0,football,Colombia,1578
Alejandro Ordonez,Male,1955,0,lawyer,Colombia,282117
Alejandro Otero (futbolista),Male,1984,0,football,Colombia,8953
Alejandro Palacio,Male,1985,0,singer,Colombia,150955
Alejandro Posada,Male,1965,0,music,Colombia,44428
Alejandro Angel Escobar,Male,1903,1953,economist,Colombia,5472
Harrison Morales,Male,1986,0,football,Colombia,3850
Alex Sinisterra,Male,1979,0,football,Colombia,3672
Alexander Anaya,Male,1980,0,football,Colombia,1886
Alexander Ballen,Male,1980,0,football,Colombia,650
Alexander Farfan,Male,0,0,guerrilla,Colombia,5075
Alexander Lozada,Male,1986,0,football,Colombia,943
Alexander Lopez Maya,Male,0,0,politician,Colombia,17234
Alexander Mejia,Male,1988,0,football,Colombia,275636
Alexandra Moreno Piraquive,Female,1969,0,politician,Colombia,29682
Alexandra Restrepo,Female,1970,0,actor,Colombia,82625
Alexis Forero Valderrama,Male,1953,0,actor,Colombia,3483
Alexis Hinestroza,Male,1988,0,football,Colombia,14993
Alfonso Canon,Male,1946,0,football,Colombia,25520
Alfonso Cordoba,Male,1926,2009,singer,Colombia,7393
Alfonso Gomez Palacio,Male,1968,0,academic,Colombia,9311
Sandra Sanabria,Female,1982,0,bacteriologist,Colombia,306
Maria Esther Galvis,Female,1950,0,photographer,Colombia,81
Luz Gabriela Arango Gaviria,Female,1957,2017,sociologist,Colombia,705
Timisay Monsalve Vargas,Female,0,0,anthropologist,Colombia,180
Alfonso Munera Cavadia,Male,1954,0,historian,Colombia,6214
Alfonso Nunez Lapeira,Male,1941,0,politician,Colombia,1998
Alfonso Ortiz Bautista,Male,0,0,politician,Colombia,1346
Alfonso Palacio Rudas,Male,1912,1996,lawyer,Colombia,7729
Alfonso Plazas Vega,Male,1944,0,guerrilla,Colombia,61950
Alfonso Reyes Echandia,Male,1932,1985,lawyer,Colombia,70262
Alfonso Valdivieso Sarmiento,Male,1949,0,lawyer,Colombia,32739
Alfredo Araujo Grau,Male,1911,2003,politician,Colombia,1682
Alfredo Bateman,Male,1909,1988,academic,Colombia,3579
Alfredo Bocanegra Varon,Male,1964,0,lawyer,Colombia,4333
Alfredo Canario,Male,1979,0,singer,Colombia,1237
Alfredo Gangotena,Male,1904,1944,poet,Ecuador - Colombia,12188
Alfredo Molano Bravo,Male,1944,2019,writer,Colombia,72807
Alfredo Vivero,Male,1951,0,painter,Colombia,8849
Alfredo Vasquez Cobo,Male,1869,1941,politician,Colombia,13848
Alicia Caro,Female,1930,0,actor,Mexico - Colombia,26579
Alicia Dussan de Reichel,Female,1920,0,anthropologist,Colombia,5626
Alicia Eugenia Vargas Restrepo,Female,1971,2013,judo,Colombia,2123
Alicia Puyana Mutis,Female,1940,0,economist,Mexico - Colombia,1594
Alina Lozano,Female,1969,0,actor,Colombia,93971
Alirio Villamizar,Male,1959,0,politician,Colombia,2222
Dallis Joyner,Male,1990,0,basket,Colombia - US,475
Paula Zabala,Female,1985,0,sport,Colombia,102
Casilda Cundumi,Female,1823,1945,leader,Colombia,3340
Maria Jimena Duzan,Female,1960,0,journalist,Colombia,185042
Elcina Valencia,Female,1963,0,poet,Colombia,6752
Andrey Estupinan,Male,1994,0,football,Colombia,310
Juan Pina,Male,1951,0,singer,Colombia,46203
Ali Canas,Male,1960,0,football,Venezuela - Colombia,4755
Didier Moreno,Male,1991,0,football,Colombia,50817
Fernando Ramirez Vasquez,Male,0,0,politician,Colombia,3787
Ambrosio Lopez,Male,1809,1897,trade union,Colombia,5390
Amina Melendro de Pulecio,Female,1909,2009,music,Colombia,7651
Amira de la Rosa,Female,1903,1974,writer,Colombia,11391
Nicolas Mejia,Male,2000,0,player,Colombia,1159
Fernando Gonzalez Rubio,Male,1968,0,sport,Colombia,12312
Amparo Arbelaez Escalante,Female,0,0,politician,Colombia,3945
Amparo Osorio,Female,1951,0,writer,Colombia,6827
Amilkar Acosta Medina,Male,1950,0,politician,Colombia,19072
Juan Sebastian Penaloza,Male,2000,0,football,Colombia,452
Ana Galvis Hotz,Female,1855,1934,ecologist,Colombia,9812
Ana Katalina Torres,Female,1983,0,model,Colombia,22187
Ana Maria Estupinan,Female,1992,0,actor,Colombia,496703
Arnubio Triana,Male,1967,0,militar,Colombia,226
Ana Maria Sanchez (actriz),Female,1970,0,actor,Colombia,17605
Jefferson Angulo,Male,1986,0,football,Colombia,8440
Ana Mercedes Hoyos,Female,1942,2014,artist,Colombia,28252
Ana Wills,Female,0,0,actor,Colombia,65563
Linda Castaneda,Female,1980,0,education,Colombia,223
Mesias Maiguashca,Male,1938,0,composer,Ecuador - Colombia,16979
Fernando Arias Ramirez,Male,1908,1974,politician,Colombia,1090
Anderson Ballesteros,Male,1982,0,actor,Colombia,190338
Anderson Plata,Male,1990,0,football,Colombia,65615
Anderson Zapata,Male,1984,0,football,Colombia,17750
Andrea Guzman,Female,1977,0,actor,Colombia,80483
Emigdio Patricio Solano Espinosa,Male,1851,1931,politician,Colombia,1556
Andres Camilo Ramirez,Male,1986,0,football,Colombia,2147
Andres Casanas,Male,1980,0,football,Colombia,2110
Andres Ceron Serrano,Male,1822,1879,lawyer,Colombia,2532
Andres Felipe Burgos,Male,1991,0,football,Colombia,1126
Andres Felipe Correa,Male,1984,0,football,Colombia,22844
Andres Ibarguen,Male,1992,0,football,Colombia,279468
Andres Munoz,Male,1988,0,skater,Colombia,8960
Andres Felipe Santamaria,Male,1982,0,football,Colombia,1108
Andres Fernandez Acosta,Male,1973,0,politician,Colombia,3950
Andres Gonzalez Diaz,Male,1955,0,politician,Colombia,25729
Andres Hurtado Garcia,Male,1941,0,journalist,Colombia,26684
Andres Javier Mosquera,Male,1989,0,football,Colombia,6309
Andres Marocco,Male,1970,0,presenter,Colombia,26352
Andres Mosquera Guardia,Male,1990,0,football,Colombia,44411
Andres Mosquera Marmolejo,Male,1991,0,football,Colombia,20647
Andres Parra,Male,1977,0,actor,Colombia,640435
Andres Pelaez,Male,1980,0,football,Colombia,1185
German Villa Gaviria,Male,1911,1992,bishop,Colombia,54
Andres Rosillo y Meruelo,Male,1758,1835,lawyer,Colombia,9406
Andres Sandoval,Male,1982,0,actor,Colombia,386312
Andres Toro,Male,1977,0,actor,Colombia,94489
Andres Uriel Gallego,Male,1950,2014,politician,Colombia,19215
Andy Moritz,Male,1984,0,music,Colombia,800
Susana Torres (actriz),Female,1974,0,actor,Colombia,47891
Angeline Moncayo,Female,1979,0,actor,Colombia,145215
Angelo Amaya,Male,1988,0,football,Colombia,881
Angelo Rodriguez,Male,1989,0,football,Colombia,59613
Angie Garcia,Female,1987,0,singer,Colombia,4179
Eduardo Zalamea Borda,Male,1907,1963,journalist,Colombia,48707
James Canon,Male,1968,0,novelist,US - Colombia,7412
Fernando Mazuera Villegas,Male,1906,1978,politician,Colombia,16983
Pablo Jaramillo,Male,1938,0,sculptor,Colombia,360
Diego Hernando Amaya,Male,1986,0,football,Colombia,1530
Cesar Rivas Lara,Male,1961,0,writer,Colombia,171
Zulema Jattin Corrales,Female,1969,0,politician,Colombia,11405
Dario Vasquez Sanchez,Male,1956,0,governor,Colombia,7699
Jose Eduardo Gnecco Correa,Male,1923,1985,lawyer,Colombia,3223
Jorge Hernando Pedraza,Male,1963,0,politician,Colombia,7576
Ana Maria Archila,Female,0,0,executive,Colombia,35344
Aurelio Suarez Montoya,Male,1953,0,politician,Colombia,22686
Juan Luis Castro Cordoba,Male,1975,0,psychiatrist,Colombia,771
Valeria Morales,Female,1998,0,model,Colombia,92743
Guillermo Perry Rubio,Male,1945,2019,politician,Colombia,17432
Oscar Miguel Castillo,Male,1987,0,football,Colombia,1943
Zacarias Reyan,Male,1948,0,poet,Colombia,927
Brayan Castrillon,Male,1999,0,football,Colombia,3686
Walden Alexis Vargas,Male,1984,0,football,Colombia,3517
Ernesto Alban,Male,1934,2014,actor,Ecuador - Colombia,103599
Fernando Maldonado,Male,1962,0,sculptor,Colombia,8182
Luis Arenas Parra,Male,1953,0,politician,Colombia,2625
Miguel Alfonso Murillo,Male,0,2017,actor,Colombia,433
Edilberto Castro Rincon,Male,0,0,politician,Colombia,4132
Judith Sarmiento,Female,1954,0,journalist,Colombia,618
Isabela Cordoba,Female,1986,0,actor,Colombia,2532
Johanna Cure,Female,1978,0,actor,Colombia,79766
Johan Marin,Male,1989,0,football,Colombia,1123
Hernando Santos Castillo,Male,1922,1999,lawyer,Colombia,23684
Clara Elvira Ospina,Female,1971,0,journalist,Colombia,33640
Camilo Sanchez Ortega,Male,1960,0,politician,Colombia,14515
Magali Caicedo,Female,1972,0,actor,Colombia,5628
Victor Gonzalez Pena,Male,1933,2018,actor,Colombia,105
Fernando Uribe Restrepo,Male,1929,2009,lawyer,Colombia,4347
Anier Figueroa,Male,1987,0,football,Colombia,33371
Anita Villalaz,Female,1908,1997,actor,Colombia,3367
Jose Antonio Osorio Lizarazo,Male,1900,1964,author,Colombia,42126
Hector Lombana,Male,1930,2008,sculptor,Colombia,11159
Antonio Baraya,Male,1776,1816,soldier,Colombia,50332
Antonio Basilio Cuervo,Male,1834,1893,geographer,Colombia,3321
Antonio Caballero Holguin,Male,1945,2021,writer,Colombia,39244
Antonio Garcia Nossa,Male,1912,1982,economist,Colombia,11719
Antonio Herran,Male,1797,1868,religious,Colombia,1382
Antonio Jose Restrepo,Male,1855,1933,historian,Colombia,15482
Antonio Llanos (poeta),Male,1905,1978,poet,Colombia,3566
Antonio Maria Ferro Bermudez,Male,1876,1952,poet,Colombia,3040
Antonio Maria Pradilla Rueda,Male,1822,1878,journalist,Colombia,1002
Antonio Mora Velez,Male,1942,0,writer,Colombia,13598
Antonio Obando,Male,1788,1849,general,Colombia,3829
Antonio Panesso Robledo,Male,1918,2012,linguist,Colombia,2553
Antonio Paris Ricaurte,Male,1793,1846,politician,Colombia,2745
Antonio Ramirez Gonzalez,Male,1921,2003,surgeon,Colombia,1458
Antonio Sanint,Male,1969,0,actor,Colombia,40096
Antonio Zuluaga,Male,1931,2012,sculptor,Colombia,9562
Anuar Hurtado,Male,1989,0,football,Colombia,2142
Anibal Mosquera,Male,1981,0,football,Colombia,5954
Apolinar Diaz Callejas,Male,1921,2010,lawyer,Colombia,2006
Apolinar Salcedo Caicedo,Male,1955,0,lawyer,Colombia,8061
Araceli Morales Lopez,Female,1953,0,politician,Colombia,4824
Argelino Duran Quintero,Male,1914,1992,politician,Colombia,10144
Argemiro Vacca,Male,1989,0,football,Colombia,2012
Rodrigo Sevillano,Male,1985,0,football,Colombia,3385
Arleth Casado,Female,1971,0,politician,Colombia,6437
Arlinton Murillo,Male,1988,0,football,Colombia,2648
Armando Ceron Castillo,Male,1937,0,poet,Colombia - Venezuela,783
Armando Maldonado,Male,1986,0,football,Colombia,2510
Armando Nieves,Male,1989,0,football,Colombia,11470
Armando Romero,Male,1944,0,writer,Colombia,5703
Armando Silva Tellez,Male,1948,0,philosopher,Colombia,9792
Armando Vargas,Male,1988,0,football,Colombia,19046
Armando Villegas,Male,1926,2013,painter,Colombia - Peru,17527
Arnol Palacios,Male,1992,0,football,Colombia,13150
Arnulfo Briceno,Male,1938,1989,lyricist,Colombia,39306
Arturo Abella Rodriguez,Male,1915,2006,writer,Colombia,7052
Arturo Camacho Ramirez,Male,1910,1982,poet,Colombia,10795
Arturo Robledo Ocampo,Male,1930,2007,architect,Colombia,3840
Arturo Sarabia Better,Male,0,0,lawyer,Colombia,3238
Asly Alegria,Female,1990,0,sport,Colombia,613
Jorge Orlando Suarez Sanchez,Male,1998,0,football,Colombia,257
Astolfo Izquiel,Male,1951,0,sport,Venezuela - Colombia,1607
Augusto Posada,Male,1971,0,politician,Colombia,4590
Augusto Rivera Garces,Male,1922,1982,painter,Colombia,3825
Aurelio Iragorri Hormaza,Male,1937,2020,politician,Colombia,11901
Aurelio Iragorri Valencia,Male,1966,0,minister,Colombia,53691
Aviles Hurtado,Male,1987,0,football,Colombia - Mexico,314986
Ayron del Valle,Male,1989,0,football,Colombia,121914
Aida Morales,Female,1960,0,actor,Colombia,36577
Henry Aurad,Male,1984,0,boxer,Colombia,3280
Juan Urango,Male,1980,0,boxer,Colombia,28452
Augie K. Fabela,Male,0,0,business,Colombia,47
Beatriz Gonzalez,Female,1938,0,sculptor,Colombia,48819
Bernardo Redin,Male,1963,0,football,Colombia,59360
Henry Loaiza-Ceballos,Male,1948,0,militar,Colombia,131605
Belky Arizala,Female,1978,0,model,Colombia,23053
Benavides Band,Male,1980,0,music,Colombia,429
Benhur Ceron Solarte,Male,1947,0,geographer,Colombia,1636
Benhur Sanchez Suarez,Male,1946,0,writer,Colombia,3975
Benigno Nunez,Male,1897,1991,composer,Colombia,7335
Bernabe Celis,Male,1955,0,politician,Colombia,8933
Gabriela Rueda,Female,2000,0,skater,Colombia,565
Bernardo Arias Trujillo,Male,1903,1938,diplomat,Colombia,7092
Bernardo Hoyos Perez,Male,1934,2012,journalist,Colombia,8522
Bernardo Elias,Male,1976,0,politician,Colombia,12885
Bernardo Recaman Santos,Male,1954,0,mathematician,Colombia,7990
Bernardo Tobon de la Roche,Male,1919,2011,producer,Colombia,4285
Beto Villa Jr,Male,1988,0,singer,Colombia,77486
Betsy Viviana Rodriguez-Cabeza,Female,1980,0,botanist,Colombia,665
Henry Rojas,Male,1987,0,football,Colombia,68099
Henry Vanegas,Male,1960,0,football,Colombia,1733
Bladimiro Cuello Daza,Male,1961,0,politician,Colombia,2325
Blanca Ines Macias,Female,1949,0,unknown,Colombia,1861
Blanca Sinisterra de Carreno,Female,1907,1995,painter,Colombia,689
Elizabeth Minotta,Female,1990,0,actor,Colombia,2788
Julian Ayala (futbolista),Male,1993,0,football,Colombia,37
Juan Manuel Santos,Male,1951,0,politician,Colombia,3654388
